<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.security.Provider,java.lang.String)> _SINK_
<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.lang.String)> _SINK_
<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.security.Provider.Service,java.util.Iterator,java.lang.String,java.util.List)> _SINK_
<java.security.cert.CRL: CRL(java.lang.String)> _SINK_
<java.security.cert.CRL: java.lang.String getType()> _SOURCE_
<java.security.cert.CRL: java.lang.String toString()> _SOURCE_
<java.security.cert.CRL: boolean isRevoked(java.security.cert.Certificate)> _SINK_
<java.security.cert.CRL: boolean isRevoked(java.security.cert.Certificate)> _SOURCE_
<java.security.cert.CertPathHelperImpl: void implSetPathToNames(java.security.cert.X509CertSelector,java.util.Set<GeneralNameInterface>)> _SINK_
<java.security.cert.CertPathHelperImpl: void implSetDateAndTime(java.security.cert.X509CRLSelector,java.util.Date,long)> _SINK_
<java.security.cert.CollectionCertStoreParameters: CollectionCertStoreParameters(java.util.Collection<?>)> _SINK_
<java.security.cert.CollectionCertStoreParameters: java.util.Collection<?> getCollection()> _SOURCE_
<java.security.cert.CollectionCertStoreParameters: java.lang.Object clone()> _SOURCE_
<java.security.cert.CollectionCertStoreParameters: java.lang.String toString()> _SOURCE_
<java.security.cert.CertPathValidator: CertPathValidator(java.security.cert.CertPathValidatorSpi,java.security.Provider,java.lang.String)> _SINK_
<java.security.cert.CertPathValidator: java.security.cert.CertPathValidator getInstance(java.lang.String)> _SINK_
<java.security.cert.CertPathValidator: java.security.cert.CertPathValidator getInstance(java.lang.String)> _SOURCE_
<java.security.cert.CertPathValidator: java.security.cert.CertPathValidator getInstance(java.lang.String,java.lang.String)> _SINK_
<java.security.cert.CertPathValidator: java.security.cert.CertPathValidator getInstance(java.lang.String,java.lang.String)> _SOURCE_
<java.security.cert.CertPathValidator: java.security.cert.CertPathValidator getInstance(java.lang.String,java.security.Provider)> _SINK_
<java.security.cert.CertPathValidator: java.security.cert.CertPathValidator getInstance(java.lang.String,java.security.Provider)> _SOURCE_
<java.security.cert.CertPathValidator: java.security.Provider getProvider()> _SOURCE_
<java.security.cert.CertPathValidator: java.lang.String getAlgorithm()> _SOURCE_
<java.security.cert.CertPathValidator: java.security.cert.CertPathValidatorResult validate(java.security.cert.CertPath,java.security.cert.CertPathParameters)> _SINK_
<java.security.cert.CertPathValidator: java.security.cert.CertPathValidatorResult validate(java.security.cert.CertPath,java.security.cert.CertPathParameters)> _SOURCE_
<java.security.cert.CertPathValidator: java.lang.String getDefaultType()> _SOURCE_
<java.security.cert.CertPathBuilderException: CertPathBuilderException(java.lang.String)> _SINK_
<java.security.cert.CertPathBuilderException: CertPathBuilderException(java.lang.Throwable)> _SINK_
<java.security.cert.CertPathBuilderException: CertPathBuilderException(java.lang.String,java.lang.Throwable)> _SINK_
<java.security.cert.CertPathValidatorSpi: java.security.cert.CertPathValidatorResult engineValidate(java.security.cert.CertPath,java.security.cert.CertPathParameters)> _SINK_
<java.security.cert.CertPathValidatorSpi: java.security.cert.CertPathValidatorResult engineValidate(java.security.cert.CertPath,java.security.cert.CertPathParameters)> _SOURCE_
<java.security.cert.PKIXParameters: PKIXParameters(java.util.Set<TrustAnchor>)> _SINK_
<java.security.cert.PKIXParameters: PKIXParameters(java.security.KeyStore)> _SINK_
<java.security.cert.PKIXParameters: java.util.Set<TrustAnchor> getTrustAnchors()> _SOURCE_
<java.security.cert.PKIXParameters: void setTrustAnchors(java.util.Set<TrustAnchor>)> _SINK_
<java.security.cert.PKIXParameters: java.util.Set<String> getInitialPolicies()> _SOURCE_
<java.security.cert.PKIXParameters: void setInitialPolicies(java.util.Set<String>)> _SINK_
<java.security.cert.PKIXParameters: void setCertStores(java.util.List<CertStore>)> _SINK_
<java.security.cert.PKIXParameters: void addCertStore(java.security.cert.CertStore)> _SINK_
<java.security.cert.PKIXParameters: java.util.List<CertStore> getCertStores()> _SOURCE_
<java.security.cert.PKIXParameters: void setRevocationEnabled(boolean)> _SINK_
<java.security.cert.PKIXParameters: boolean isRevocationEnabled()> _SOURCE_
<java.security.cert.PKIXParameters: void setExplicitPolicyRequired(boolean)> _SINK_
<java.security.cert.PKIXParameters: boolean isExplicitPolicyRequired()> _SOURCE_
<java.security.cert.PKIXParameters: void setPolicyMappingInhibited(boolean)> _SINK_
<java.security.cert.PKIXParameters: boolean isPolicyMappingInhibited()> _SOURCE_
<java.security.cert.PKIXParameters: void setAnyPolicyInhibited(boolean)> _SINK_
<java.security.cert.PKIXParameters: boolean isAnyPolicyInhibited()> _SOURCE_
<java.security.cert.PKIXParameters: void setPolicyQualifiersRejected(boolean)> _SINK_
<java.security.cert.PKIXParameters: boolean getPolicyQualifiersRejected()> _SOURCE_
<java.security.cert.PKIXParameters: java.util.Date getDate()> _SOURCE_
<java.security.cert.PKIXParameters: void setDate(java.util.Date)> _SINK_
<java.security.cert.PKIXParameters: void setCertPathCheckers(java.util.List<PKIXCertPathChecker>)> _SINK_
<java.security.cert.PKIXParameters: java.util.List<PKIXCertPathChecker> getCertPathCheckers()> _SOURCE_
<java.security.cert.PKIXParameters: void addCertPathChecker(java.security.cert.PKIXCertPathChecker)> _SINK_
<java.security.cert.PKIXParameters: java.lang.String getSigProvider()> _SOURCE_
<java.security.cert.PKIXParameters: void setSigProvider(java.lang.String)> _SINK_
<java.security.cert.PKIXParameters: java.security.cert.CertSelector getTargetCertConstraints()> _SOURCE_
<java.security.cert.PKIXParameters: void setTargetCertConstraints(java.security.cert.CertSelector)> _SINK_
<java.security.cert.PKIXParameters: java.lang.Object clone()> _SOURCE_
<java.security.cert.PKIXParameters: java.lang.String toString()> _SOURCE_
<java.security.cert.CertStoreException: CertStoreException(java.lang.String)> _SINK_
<java.security.cert.CertStoreException: CertStoreException(java.lang.Throwable)> _SINK_
<java.security.cert.CertStoreException: CertStoreException(java.lang.String,java.lang.Throwable)> _SINK_
<java.security.cert.Extension: java.lang.String getId()> _SOURCE_
<java.security.cert.Extension: boolean isCritical()> _SOURCE_
<java.security.cert.Extension: byte[] getValue()> _SOURCE_
<java.security.cert.Extension: void encode(java.io.OutputStream)> _SINK_
<java.security.cert.CertStore: CertStore(java.security.cert.CertStoreSpi,java.security.Provider,java.lang.String,java.security.cert.CertStoreParameters)> _SINK_
<java.security.cert.CertStore: java.util.Collection<Certificate> getCertificates(java.security.cert.CertSelector)> _SINK_
<java.security.cert.CertStore: java.util.Collection<Certificate> getCertificates(java.security.cert.CertSelector)> _SOURCE_
<java.security.cert.CertStore: java.util.Collection<CRL> getCRLs(java.security.cert.CRLSelector)> _SINK_
<java.security.cert.CertStore: java.util.Collection<CRL> getCRLs(java.security.cert.CRLSelector)> _SOURCE_
<java.security.cert.CertStore: java.security.cert.CertStore getInstance(java.lang.String,java.security.cert.CertStoreParameters)> _SINK_
<java.security.cert.CertStore: java.security.cert.CertStore getInstance(java.lang.String,java.security.cert.CertStoreParameters)> _SOURCE_
<java.security.cert.CertStore: java.security.cert.CertStore handleException(java.security.NoSuchAlgorithmException)> _SINK_
<java.security.cert.CertStore: java.security.cert.CertStore handleException(java.security.NoSuchAlgorithmException)> _SOURCE_
<java.security.cert.CertStore: java.security.cert.CertStore getInstance(java.lang.String,java.security.cert.CertStoreParameters,java.lang.String)> _SINK_
<java.security.cert.CertStore: java.security.cert.CertStore getInstance(java.lang.String,java.security.cert.CertStoreParameters,java.lang.String)> _SOURCE_
<java.security.cert.CertStore: java.security.cert.CertStore getInstance(java.lang.String,java.security.cert.CertStoreParameters,java.security.Provider)> _SINK_
<java.security.cert.CertStore: java.security.cert.CertStore getInstance(java.lang.String,java.security.cert.CertStoreParameters,java.security.Provider)> _SOURCE_
<java.security.cert.CertStore: java.security.cert.CertStoreParameters getCertStoreParameters()> _SOURCE_
<java.security.cert.CertStore: java.lang.String getType()> _SOURCE_
<java.security.cert.CertStore: java.security.Provider getProvider()> _SOURCE_
<java.security.cert.CertStore: java.lang.String getDefaultType()> _SOURCE_
<java.security.cert.PKIXCertPathBuilderResult: PKIXCertPathBuilderResult(java.security.cert.CertPath,java.security.cert.TrustAnchor,java.security.cert.PolicyNode,java.security.PublicKey)> _SINK_
<java.security.cert.PKIXCertPathBuilderResult: java.security.cert.CertPath getCertPath()> _SOURCE_
<java.security.cert.PKIXCertPathBuilderResult: java.lang.String toString()> _SOURCE_
<java.security.cert.X509Certificate: void checkValidity(java.util.Date)> _SINK_
<java.security.cert.X509Certificate: int getVersion()> _SOURCE_
<java.security.cert.X509Certificate: java.math.BigInteger getSerialNumber()> _SOURCE_
<java.security.cert.X509Certificate: java.security.Principal getIssuerDN()> _SOURCE_
<java.security.cert.X509Certificate: javax.security.auth.x500.X500Principal getIssuerX500Principal()> _SOURCE_
<java.security.cert.X509Certificate: java.security.Principal getSubjectDN()> _SOURCE_
<java.security.cert.X509Certificate: javax.security.auth.x500.X500Principal getSubjectX500Principal()> _SOURCE_
<java.security.cert.X509Certificate: java.util.Date getNotBefore()> _SOURCE_
<java.security.cert.X509Certificate: java.util.Date getNotAfter()> _SOURCE_
<java.security.cert.X509Certificate: byte[] getTBSCertificate()> _SOURCE_
<java.security.cert.X509Certificate: byte[] getSignature()> _SOURCE_
<java.security.cert.X509Certificate: java.lang.String getSigAlgName()> _SOURCE_
<java.security.cert.X509Certificate: java.lang.String getSigAlgOID()> _SOURCE_
<java.security.cert.X509Certificate: byte[] getSigAlgParams()> _SOURCE_
<java.security.cert.X509Certificate: boolean[] getIssuerUniqueID()> _SOURCE_
<java.security.cert.X509Certificate: boolean[] getSubjectUniqueID()> _SOURCE_
<java.security.cert.X509Certificate: boolean[] getKeyUsage()> _SOURCE_
<java.security.cert.X509Certificate: java.util.List<String> getExtendedKeyUsage()> _SOURCE_
<java.security.cert.X509Certificate: int getBasicConstraints()> _SOURCE_
<java.security.cert.X509Certificate: java.util.Collection<List<?>> getSubjectAlternativeNames()> _SOURCE_
<java.security.cert.X509Certificate: java.util.Collection<List<?>> getIssuerAlternativeNames()> _SOURCE_
<java.security.cert.CertificateExpiredException: CertificateExpiredException(java.lang.String)> _SINK_
<java.security.cert.CertificateEncodingException: CertificateEncodingException(java.lang.String)> _SINK_
<java.security.cert.CertificateEncodingException: CertificateEncodingException(java.lang.String,java.lang.Throwable)> _SINK_
<java.security.cert.CertificateEncodingException: CertificateEncodingException(java.lang.Throwable)> _SINK_
<java.security.cert.CRLException: CRLException(java.lang.String)> _SINK_
<java.security.cert.CRLException: CRLException(java.lang.String,java.lang.Throwable)> _SINK_
<java.security.cert.CRLException: CRLException(java.lang.Throwable)> _SINK_
<java.security.cert.CertificateNotYetValidException: CertificateNotYetValidException(java.lang.String)> _SINK_
<java.security.cert.CertPath: CertPath(java.lang.String)> _SINK_
<java.security.cert.CertPath: java.lang.String getType()> _SOURCE_
<java.security.cert.CertPath: java.util.Iterator<String> getEncodings()> _SOURCE_
<java.security.cert.CertPath: boolean equals(java.lang.Object)> _SINK_
<java.security.cert.CertPath: boolean equals(java.lang.Object)> _SOURCE_
<java.security.cert.CertPath: int hashCode()> _SOURCE_
<java.security.cert.CertPath: java.lang.String toString()> _SOURCE_
<java.security.cert.CertPath: byte[] getEncoded()> _SOURCE_
<java.security.cert.CertPath: byte[] getEncoded(java.lang.String)> _SINK_
<java.security.cert.CertPath: byte[] getEncoded(java.lang.String)> _SOURCE_
<java.security.cert.CertPath: java.util.List<Certificate> getCertificates()> _SOURCE_
<java.security.cert.CertPath: java.lang.Object writeReplace()> _SOURCE_
<java.security.cert.CertPathRep: CertPathRep(java.lang.String,byte[])> _SINK_
<java.security.cert.CertPathRep: java.lang.Object readResolve()> _SOURCE_
<java.security.cert.CertPathValidatorException: CertPathValidatorException(java.lang.String)> _SINK_
<java.security.cert.CertPathValidatorException: CertPathValidatorException(java.lang.Throwable)> _SINK_
<java.security.cert.CertPathValidatorException: CertPathValidatorException(java.lang.String,java.lang.Throwable)> _SINK_
<java.security.cert.CertPathValidatorException: CertPathValidatorException(java.lang.String,java.lang.Throwable,java.security.cert.CertPath,int)> _SINK_
<java.security.cert.CertPathValidatorException: CertPathValidatorException(java.lang.String,java.lang.Throwable,java.security.cert.CertPath,int,java.security.cert.CertPathValidatorException.Reason)> _SINK_
<java.security.cert.CertPathValidatorException: java.security.cert.CertPath getCertPath()> _SOURCE_
<java.security.cert.CertPathValidatorException: int getIndex()> _SOURCE_
<java.security.cert.CertPathValidatorException: java.security.cert.CertPathValidatorException.Reason getReason()> _SOURCE_
<java.security.cert.CertPathValidatorException: void readObject(java.io.ObjectInputStream)> _SINK_
<java.security.cert.CertificateException: CertificateException(java.lang.String)> _SINK_
<java.security.cert.CertificateException: CertificateException(java.lang.String,java.lang.Throwable)> _SINK_
<java.security.cert.CertificateException: CertificateException(java.lang.Throwable)> _SINK_
<java.security.cert.CertPathParameters: java.lang.Object clone()> _SOURCE_
<java.security.cert.TrustAnchor: TrustAnchor(java.security.cert.X509Certificate,byte[])> _SINK_
<java.security.cert.TrustAnchor: TrustAnchor(javax.security.auth.x500.X500Principal,java.security.PublicKey,byte[])> _SINK_
<java.security.cert.TrustAnchor: TrustAnchor(java.lang.String,java.security.PublicKey,byte[])> _SINK_
<java.security.cert.TrustAnchor: java.security.cert.X509Certificate getTrustedCert()> _SOURCE_
<java.security.cert.TrustAnchor: javax.security.auth.x500.X500Principal getCA()> _SOURCE_
<java.security.cert.TrustAnchor: java.lang.String getCAName()> _SOURCE_
<java.security.cert.TrustAnchor: java.security.PublicKey getCAPublicKey()> _SOURCE_
<java.security.cert.TrustAnchor: void setNameConstraints(byte[])> _SINK_
<java.security.cert.TrustAnchor: byte[] getNameConstraints()> _SOURCE_
<java.security.cert.TrustAnchor: java.lang.String toString()> _SOURCE_
<java.security.cert.PKIXCertPathValidatorResult: PKIXCertPathValidatorResult(java.security.cert.TrustAnchor,java.security.cert.PolicyNode,java.security.PublicKey)> _SINK_
<java.security.cert.PKIXCertPathValidatorResult: java.security.cert.TrustAnchor getTrustAnchor()> _SOURCE_
<java.security.cert.PKIXCertPathValidatorResult: java.security.cert.PolicyNode getPolicyTree()> _SOURCE_
<java.security.cert.PKIXCertPathValidatorResult: java.security.PublicKey getPublicKey()> _SOURCE_
